geography,variable,metric,data_year,estimate,geography_type,moe,share,share_moe,grouping
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2004,79.69,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2005,884895,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2005,96711,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2005,9992,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2005,88.56,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2006,885757,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2006,96119,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2006,9980,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2006,88.75,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2007,919013,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2007,97115,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2007,10058,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2007,91.37,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2008,930632,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2008,94189,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2008,9708,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2008,95.86,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2009,3388272,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2009,1202604,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2009,67951,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2009,49.86,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2010,7870378,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2010,2692332,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2010,148099,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2010,53.14,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2011,8789673,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2011,2531824,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2011,140044,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2011,62.76,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2012,9723874,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2012,2628542,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2012,145989,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2012,66.61,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2013,10692333,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2013,2718764,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2013,150845,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2013,70.88,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2014,11911488,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2014,2773157,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2014,153671,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2014,77.51,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2015,12503823,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2015,2794727,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2015,155661,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2015,80.33,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2016,19949683,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2016,4190257,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2016,214213,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2016,93.13,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2017,23975261,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2017,5229476,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2017,261192,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2017,91.79,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2018,25367906,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2018,5505462,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2018,274214,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2018,92.51,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2019,25698641,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2019,5486214,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2019,275432,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2019,93.3,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2020,8339393,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2020,4154141,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2020,233185,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2020,35.76,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2021,11888049,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2021,5993964,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2021,301220,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2021,39.47,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Boardings,2022,17618479,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Miles,2022,5998580,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",Transit Revenue-Hours,2022,303557,PSRC Region,0,0,0,All
Sound Transit,"Light Rail, Streetcar, & Monorail",boardings_per_hour,2022,58.04,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2002,25138549,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2002,1072752,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2002,136520,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2002,184.14,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2003,24376276,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2003,1037842,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2003,134913,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2003,180.68,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2004,24071853,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2004,948818,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2004,129648,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2004,185.67,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2005,23817486,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2005,943082,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2005,128965,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2005,184.68,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2006,23860207,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2006,925919,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2006,128634,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2006,185.49,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2007,23599410,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2007,914428,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2007,127363,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2007,185.29,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2008,22654332,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2008,908933,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2008,126298,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2008,179.37,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2009,22753817,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2009,907487,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2009,126236,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2009,180.25,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2010,22450482,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2010,904088,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2010,126215,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2010,177.87,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2011,22361427,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2011,911899,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2011,126717,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2011,176.47,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2012,22190847,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2012,912516,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2012,127290,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2012,174.33,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2013,22546383,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2013,911436,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2013,127239,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2013,177.2,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2014,23139886,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2014,911118,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2014,127177,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2014,181.95,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2015,23887137,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2015,913000,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2015,127428,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2015,187.46,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2016,24192768,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2016,913142,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2016,127237,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2016,190.14,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2017,24480626,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2017,905654,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2017,126421,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2017,193.64,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2018,24686911,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2018,906142,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2018,126569,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2018,195.05,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2019,23884515,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2019,912291,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2019,127307,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2019,187.61,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2020,13986663,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2020,753662,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2020,109023,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2020,128.29,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2021,17279900,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2021,784642,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2021,111439,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2021,155.06,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Boardings,2022,13374783,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Miles,2022,545943,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,Transit Revenue-Hours,2022,78131,PSRC Region,0,0,0,All
Washington State Ferries,Ferry,boardings_per_hour,2022,171.18,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2002,120.36,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2003,120.85,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2004,133.64,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2005,154.32999999999998,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2006,152.18,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2007,150.95,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2008,161.11,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2009,152.78,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2010,145.67000000000002,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2011,152.65,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2012,162.53,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2013,163.12,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2014,160.76,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2015,155.29,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2016,146.8,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2017,139.87,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2018,135.71,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2019,126.92999999999999,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2020,71.73,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2021,61.39,PSRC Region,0,0,0,All
Region,Bus,boardings_per_hour,2022,77.6,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2002,119893998,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2003,120964039,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2004,125299727,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2005,129824653,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2006,139166395,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2007,148649260,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2008,162403630,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2009,153979086,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2010,149423922,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2011,151705847,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2012,154171069,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2013,157615131,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2014,161495820,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2015,162178857,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2016,161696402,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2017,162010115,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2018,162944569,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2019,161642287,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2020,75996859,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2021,66291378,PSRC Region,0,0,0,All
Region,Bus,Transit Boardings,2022,61127522,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2002,4213413,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2003,4389537,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2004,4440943,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2005,4022870,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2006,4620963,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2007,4801914,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2008,5001701,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2009,5003260,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2010,4946945,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2011,4796541,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2012,4672950,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2013,4670523,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2014,4724087,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2015,4840271,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2016,5138572,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2017,5303373,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2018,5442046,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2019,5621222,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2020,4988928,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2021,4987791,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Hours,2022,3554277,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2002,56875967,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2003,60709743,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2004,62287236,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2005,70040426,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2006,62555589,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2007,63296720,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2008,65505687,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2009,65711692,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2010,65603275,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2011,64024416,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2012,61374271,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2013,60980692,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2014,60774897,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2015,61367646,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2016,63512713,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2017,64877026,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2018,66387511,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2019,68504264,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2020,59999394,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2021,60585645,PSRC Region,0,0,0,All
Region,Bus,Transit Revenue-Miles,2022,42946220,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2002,92.21,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2003,76.83,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2004,77.7,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2005,89.33,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2006,105.2,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2007,111.87,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2008,98.82,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2009,69.11,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2010,61.38,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2011,65.92,PSRC Region,0,0,0,All
Region,Commuter Rail,boardings_per_hour,2012,72.19,PSRC Region,0,0,0,All
